ACADEMIC_YEAR,ASSESSMENT_YEAR,SCH_ID,FFT_ID,UPN,SURNAME,FORENAMES,DOB,GENDER,PRIOR_ATTAIN_KEY_STAGE,PRIOR_ATTAIN_RANK,PRIOR_ATTAIN_GROUP,ENGLISH_TEST,WELSH_TEST,MATHS_TEST,SCIENCE_TEST,ENGLISH_TA,WELSH_TA,MATHS_TA,SCIENCE_TA,EST_BASIS,EST_RANK,QUAL_CODE,QUAL_DESC_SHORT,QUAL_DESC,SBJ_MAPPING,SBJ_QAN ,SUBJECT,QUALIFICATION_TITLE ,KS4_G_PROB,KS4_F_PROB,KS4_E_PROB,KS4_D_PROB,KS4_C_PROB,KS4_B_PROB,KS4_A_PROB,KS4_ASTAR_PROB,KS4_GPLUS_PROB,KS4_FPLUS_PROB,KS4_EPLUS_PROB,KS4_DPLUS_PROB,KS4_CPLUS_PROB,KS4_BPLUS_PROB,KS4_APLUS_PROB,KS4_PASS_PROB,KS4_GM,KS4_HGM_PROB,KS4_GA,EXPECTED_PROGRESS_LEVEL,BETTER_EXPECTED_PROGRESS_LEVEL,EXPECTED_PROGRESS_PROB,BETTER_EXPECTED_PROGRESS_PROB,PRIOR_ATTAIN_DATA_STATUS,EXPORT_DATE
2014,2014,9994002,99953946,UPN          ,Pear,Benjamin,10/05/1998,M,2,,U,4A,,5B,5B,4,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,11,31,27,16,8,99,99,97,92,81,50,23,99,B,23,A,B,A,50,23,Final,08/05/2014
2014,2014,9994002,99953946,UPN          ,Pear,Benjamin,10/05/1998,M,3,,M,5,,7,6,5,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,6,14,36,25,11,4,99,99,96,89,75,40,15,99,C,40,B,A,A,15,4,Final,08/05/2014
2014,2014,9994002,99953989,UPN          ,Satsuma,Sally,30/08/1998,F,2,,U,5C,,5A,5B,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,1,10,26,31,31,99,99,99,99,98,88,62,99,A,31,S,B,A,88,62,Final,08/05/2014
2014,2014,9994002,99953989,UPN          ,Satsuma,Sally,30/08/1998,F,3,,U,5,,7,7,5,,7,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,5,22,34,24,13,99,99,99,98,93,71,38,99,B,38,A,A,A,38,13,Final,08/05/2014
2014,2014,9994002,99953991,UPN          ,Peach,Imogen,22/03/1998,F,2,,U,4A,,4A,5B,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,6,23,32,23,14,99,99,99,98,92,69,37,99,B,37,A,B,A,69,37,Final,08/05/2014
2014,2014,9994002,99953991,UPN          ,Peach,Imogen,22/03/1998,F,3,,U,6,,7,8,6,,7,8,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,2,12,28,30,26,99,99,99,99,97,85,57,99,A,26,S,S,S,26,26,Final,08/05/2014
2014,2014,9994002,99954066,UPN          ,Sodium,Chantelle,29/09/1997,F,2,,L,4B,,3A,4C,M,,M,M,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,8,17,39,22,7,2,99,99,95,87,70,31,9,99,C,31,B,C,B,70,31,Final,08/05/2014
2014,2014,9994002,99954066,UPN          ,Sodium,Chantelle,29/09/1997,F,3,,L,5,,5,5,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,6,16,40,25,8,2,99,99,97,91,75,35,10,99,C,35,B,B,B,35,10,Final,08/05/2014
2014,2014,9994002,99954082,UPN          ,Caesium,Jade,24/10/1997,F,2,,M,4A,,4B,4B,5,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,10,32,31,15,7,99,99,98,95,84,52,21,99,B,21,A,C,B,84,52,Final,08/05/2014
2014,2014,9994002,99954082,UPN          ,Caesium,Jade,24/10/1997,F,3,,M,5,,7,6,5,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,2,7,28,34,20,8,99,99,99,97,90,62,28,99,B,28,A,A,A,28,8,Final,08/05/2014
2014,2014,9994002,99954202,UPN          ,Cobalt,Michael,05/05/1998,M,2,,L,4C,,3B,3C,3,,3,3,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,5,11,17,23,32,10,1,1,99,95,84,67,44,12,2,98,D,44,C,D,C,67,44,Final,08/05/2014
2014,2014,9994002,99954202,UPN          ,Cobalt,Michael,05/05/1998,M,3,,L,5,,5,4,5,,5,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,3,8,14,22,37,13,2,1,99,97,89,75,53,16,3,99,C,16,B,B,B,16,3,Final,08/05/2014
2014,2014,9994002,99954266,UPN          ,Cobalt,Felicity,30/10/1997,F,2,,U,5B,,5C,5B,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,4,17,31,27,21,99,99,99,99,95,78,48,99,B,48,A,B,A,78,48,Final,08/05/2014
2014,2014,9994002,99954266,UPN          ,Cobalt,Felicity,30/10/1997,F,3,,U,5,,7,7,5,,7,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,5,23,34,24,12,99,99,99,98,93,70,36,99,B,36,A,A,A,36,12,Final,08/05/2014
2014,2014,9994002,99954672,UPN          ,Tumeric,Wendy,04/09/1997,F,2,,M,4A,,4C,4B,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,13,36,28,11,4,99,99,97,92,79,43,15,99,C,43,B,C,B,79,43,Final,08/05/2014
2014,2014,9994002,99954672,UPN          ,Tumeric,Wendy,04/09/1997,F,3,,M,5,,6,5,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,13,37,29,11,3,99,99,98,93,81,44,15,99,C,44,B,B,B,44,15,Final,08/05/2014
2014,2014,9994002,99955081,UPN          ,Helium,George,06/04/1998,M,2,,U,4A,,5B,5C,5,,5,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,6,12,32,26,14,6,99,99,96,91,78,46,20,99,C,46,B,B,A,46,20,Final,08/05/2014
2014,2014,9994002,99955081,UPN          ,Helium,George,06/04/1998,M,3,,M,5,,7,6,5,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,7,14,36,25,11,4,99,99,96,89,75,40,14,99,C,40,B,A,A,14,4,Final,08/05/2014
2014,2014,9994002,99955084,UPN          ,Silver,Toby,08/07/1998,M,2,,M,4B,,4A,5B,4,,4,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,8,16,36,22,9,4,99,99,95,87,71,35,13,99,C,35,B,C,B,71,35,Final,08/05/2014
2014,2014,9994002,99955084,UPN          ,Silver,Toby,08/07/1998,M,3,,L,5,,5,5,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,6,11,20,38,16,4,1,99,98,91,80,60,21,5,99,C,21,B,B,B,21,5,Final,08/05/2014
2014,2014,9994002,99955094,UPN          ,Asparagus,Jade,01/06/1998,F,2,,M,4A,,4B,4B,5,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,10,31,31,16,8,99,99,98,95,86,55,24,99,B,24,A,C,B,86,55,Final,08/05/2014
2014,2014,9994002,99955094,UPN          ,Asparagus,Jade,01/06/1998,F,3,,M,5,,6,5,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,12,36,30,12,4,99,99,98,94,82,45,15,99,C,45,B,B,B,45,15,Final,08/05/2014
2014,2014,9994002,99955099,UPN          ,Cherry,Oliver,15/12/1997,M,2,,L,B,,4C,3A,2,,3,3,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,6,12,19,23,31,8,1,1,99,94,82,64,40,10,1,97,D,40,C,D,C,64,40,Final,08/05/2014
2014,2014,9994002,99955099,UPN          ,Cherry,Oliver,15/12/1997,M,3,,L,4,,4,5,4,,4,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,4,10,16,24,34,9,1,1,99,96,85,69,45,10,2,99,D,45,C,C,C,45,10,Final,08/05/2014
2014,2014,9994002,99955217,UPN          ,Plum,Shane,10/01/1998,M,2,,M,5C,,5C,4A,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,4,8,15,35,22,9,4,99,98,94,86,71,36,13,99,C,36,B,C,B,71,36,Final,08/05/2014
2014,2014,9994002,99955217,UPN          ,Plum,Shane,10/01/1998,M,3,,M,5,,6,5,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,19,38,19,6,2,99,98,93,83,64,26,7,99,C,26,B,B,B,26,7,Final,08/05/2014
2014,2014,9994002,99955760,UPN          ,Mint,Michael,16/01/1998,M,2,,U,4B,,5C,5C,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,6,13,34,25,12,5,99,99,96,90,76,43,18,99,C,43,B,B,A,43,18,Final,08/05/2014
2014,2014,9994002,99955760,UPN          ,Mint,Michael,16/01/1998,M,3,,U,5,,8,6,5,,8,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,11,32,28,15,6,99,99,97,92,80,48,21,99,C,48,B,A,A,21,6,Final,08/05/2014
2014,2014,9994002,99956428,UPN          ,Tungsten,Oliver,07/05/1998,M,2,,M,4A,,5C,4A,4,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,7,15,35,23,10,4,99,99,95,88,73,38,14,99,C,38,B,C,B,73,38,Final,08/05/2014
2014,2014,9994002,99956428,UPN          ,Tungsten,Oliver,07/05/1998,M,3,,M,5,,7,6,5,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,6,14,36,25,11,4,99,99,96,89,75,40,15,99,C,40,B,A,A,15,4,Final,08/05/2014
2014,2014,9994002,99956537,UPN          ,Oregano,Louise,01/12/1997,F,2,,M,4B,,4B,5C,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,10,32,30,15,6,99,99,98,94,84,52,21,99,B,21,A,C,B,84,52,Final,08/05/2014
2014,2014,9994002,99956537,UPN          ,Oregano,Louise,01/12/1997,F,3,,M,5,,6,5,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,12,37,29,11,3,99,99,98,93,81,44,15,99,C,44,B,B,B,44,15,Final,08/05/2014
2014,2014,9994002,99956955,UPN          ,Mint,Craig,08/04/1998,M,2,,U,5B,,5A,5A,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,2,5,19,27,26,19,99,99,99,97,92,73,46,99,B,46,A,B,A,73,46,Final,08/05/2014
2014,2014,9994002,99956955,UPN          ,Mint,Craig,08/04/1998,M,3,,U,7,,8,7,7,,8,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,4,18,28,27,21,99,99,99,98,94,76,47,99,B,47,A,S,S,21,21,Final,08/05/2014
2014,2014,9994002,99958211,UPN          ,Asparagus,Ricky,18/12/1997,M,2,,M,5C,,4B,4A,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,9,17,36,20,7,3,99,98,93,84,67,30,10,99,C,30,B,C,B,67,30,Final,08/05/2014
2014,2014,9994002,99958211,UPN          ,Asparagus,Ricky,18/12/1997,M,3,,M,5,,5,6,5,,5,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,19,39,19,5,1,99,98,93,83,64,25,7,99,C,25,B,B,B,25,7,Final,08/05/2014
2014,2014,9994002,99958576,UPN          ,Artichoke,Jenna,18/03/1998,F,2,,L,3B,,3B,3C,3,,3,3,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,3,8,13,22,37,14,2,1,99,97,90,77,54,17,3,99,C,17,B,D,C,77,54,Final,08/05/2014
2014,2014,9994002,99958576,UPN          ,Artichoke,Jenna,18/03/1998,F,3,,L,5,,3,4,5,,3,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,9,13,24,37,13,2,1,99,98,90,76,53,15,3,99,C,15,B,C,C,53,15,Final,08/05/2014
2014,2014,9994002,99958589,UPN          ,Blackberry,Aimee,18/06/1998,F,2,,M,4C,,4C,4A,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,13,36,28,11,4,99,99,97,92,79,43,15,99,C,43,B,C,B,79,43,Final,08/05/2014
2014,2014,9994002,99958589,UPN          ,Blackberry,Aimee,18/06/1998,F,3,,L,5,,5,5,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,6,15,39,26,8,2,99,99,97,91,76,37,11,99,C,37,B,B,B,37,11,Final,08/05/2014
2014,2014,9994002,99958675,UPN          ,Cucumber,Jessica,17/04/1998,F,2,,M,4A,,4A,4B,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,10,32,30,15,7,99,99,98,94,84,52,21,99,B,21,A,C,B,84,52,Final,08/05/2014
2014,2014,9994002,99958675,UPN          ,Cucumber,Jessica,17/04/1998,F,3,,M,5,,5,6,5,,5,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,13,37,29,11,4,99,99,98,94,81,44,15,99,C,44,B,B,B,44,15,Final,08/05/2014
2014,2014,9994002,99958678,UPN          ,Nitrogen,Katherine,08/04/1998,F,2,,M,4B,,4B,4B,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,11,34,30,13,6,99,99,98,94,82,49,19,99,C,49,B,C,B,82,49,Final,08/05/2014
2014,2014,9994002,99958678,UPN          ,Nitrogen,Katherine,08/04/1998,F,3,,M,5,,5,6,5,,5,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,13,37,29,11,4,99,99,98,94,81,44,15,99,C,44,B,B,B,44,15,Final,08/05/2014
2014,2014,9994002,99958725,UPN          ,Aluminium,Maria,08/06/1998,F,2,,U,5C,,4A,5C,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,5,22,32,24,15,99,99,99,98,93,71,39,99,B,39,A,B,A,71,39,Final,08/05/2014
2014,2014,9994002,99958725,UPN          ,Aluminium,Maria,08/06/1998,F,3,,M,5,,6,7,5,,6,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,2,7,29,34,19,9,99,99,99,97,90,61,28,99,B,28,A,A,A,28,9,Final,08/05/2014
2014,2014,9994002,99959586,UPN          ,Krypton,Darren,23/08/1998,M,2,,M,4B,,4C,4A,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,9,18,37,20,7,3,99,98,94,85,67,30,10,99,C,30,B,C,B,67,30,Final,08/05/2014
2014,2014,9994002,99959586,UPN          ,Krypton,Darren,23/08/1998,M,3,,M,5,,6,6,5,,6,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,8,17,38,22,8,2,99,99,95,87,70,32,10,99,C,32,B,A,A,10,2,Final,08/05/2014
2014,2014,9994002,99959714,UPN          ,Chive,Scott,30/09/1997,M,2,,U,5C,,5C,5B,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,12,31,26,15,7,99,99,97,92,80,49,22,99,C,49,B,B,A,49,22,Final,08/05/2014
2014,2014,9994002,99959714,UPN          ,Chive,Scott,30/09/1997,M,3,,M,5,,6,6,5,,6,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,4,8,17,38,21,7,2,99,98,94,86,69,31,9,99,C,31,B,A,A,9,2,Final,08/05/2014
2014,2014,9994002,99960152,UPN          ,Olive,Ulysses,11/03/1998,M,2,,L,3B,,4B,4C,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,3,8,13,21,36,14,3,1,99,97,89,76,55,19,4,99,C,19,B,C,B,55,19,Final,08/05/2014
2014,2014,9994002,99960152,UPN          ,Olive,Ulysses,11/03/1998,M,3,,M,5,,6,5,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,18,38,19,6,2,99,98,93,83,65,26,7,99,C,26,B,B,B,26,7,Final,08/05/2014
2014,2014,9994002,99960219,UPN          ,Iron,Nathan,01/12/1997,M,2,,L,2A,,3C,3C,2,,2,2,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,7,14,20,23,28,6,1,1,99,93,79,59,36,7,1,97,D,36,C,E,D,79,59,Final,08/05/2014
2014,2014,9994002,99960219,UPN          ,Iron,Nathan,01/12/1997,M,3,,L,4,,3,4,4,,3,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,6,14,20,25,28,5,1,1,99,94,80,59,35,6,1,98,D,35,C,C,C,35,6,Final,08/05/2014
2014,2014,9994002,99960234,UPN          ,Apricot,John,15/06/1998,M,2,,M,4C,,5B,4A,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,4,9,16,36,22,8,3,99,98,94,85,69,33,11,99,C,33,B,C,B,69,33,Final,08/05/2014
2014,2014,9994002,99960234,UPN          ,Apricot,John,15/06/1998,M,3,,M,5,,6,5,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,18,38,19,6,2,99,98,93,83,65,27,7,99,C,27,B,B,B,27,7,Final,08/05/2014
2014,2014,9994002,99960408,UPN          ,Dill,Abigail,01/11/1997,F,2,,L,3B,,4C,4B,3,,3,3,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,5,10,19,39,19,5,1,99,98,93,84,65,26,6,99,C,26,B,D,C,84,65,Final,08/05/2014
2014,2014,9994002,99960408,UPN          ,Dill,Abigail,01/11/1997,F,3,,L,5,,4,4,5,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,6,11,22,40,16,3,1,99,98,92,81,60,20,4,99,C,20,B,C,C,60,20,Final,08/05/2014
2014,2014,9994002,99960445,UPN          ,Watermelon,Lucy,30/03/1998,F,2,,L,4C,,4C,4C,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,6,15,38,25,9,3,99,99,96,90,75,37,12,99,C,37,B,C,B,75,37,Final,08/05/2014
2014,2014,9994002,99960445,UPN          ,Watermelon,Lucy,30/03/1998,F,3,,L,4,,5,5,4,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,4,9,19,41,20,5,1,99,99,95,86,67,25,6,99,C,25,B,B,B,25,6,Final,08/05/2014
2014,2014,9994002,99960475,UPN          ,Rhubarb,Megan,23/05/1998,F,2,,L,B,,B,B,W,,W,W,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,6,18,21,25,25,4,1,1,99,94,77,55,30,5,1,96,D,30,C,G,F,99,94,Final,08/05/2014
2014,2014,9994002,99960475,UPN          ,Rhubarb,Megan,23/05/1998,F,3,,L,W,,1,1,W,,1,1,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,10,25,25,23,15,1,1,1,99,90,65,40,17,1,1,92,E,40,D,F,F,90,65,Final,08/05/2014
2014,2014,9994002,99960517,UPN          ,Almond,David,20/05/1998,M,2,,M,5C,,4A,5C,5,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,7,14,34,24,12,5,99,99,95,89,75,41,17,99,C,41,B,C,B,75,41,Final,08/05/2014
2014,2014,9994002,99960517,UPN          ,Almond,David,20/05/1998,M,3,,M,5,,7,6,5,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,6,14,36,25,11,4,99,99,96,89,75,40,15,99,C,40,B,A,A,15,4,Final,08/05/2014
2014,2014,9994002,99960570,UPN          ,Selenium,Deborah,24/11/1997,F,2,,M,4A,,4B,4A,4,,4,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,10,32,31,15,7,99,99,98,95,85,53,22,99,B,22,A,C,B,85,53,Final,08/05/2014
2014,2014,9994002,99960570,UPN          ,Selenium,Deborah,24/11/1997,F,3,,M,5,,5,6,5,,5,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,13,37,29,11,3,99,99,98,93,80,43,14,99,C,43,B,B,B,43,14,Final,08/05/2014
2014,2014,9994002,99960660,UPN          ,Marrow,Jason,27/05/1998,M,2,,M,4B,,4A,3A,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,3,6,11,18,36,18,6,2,99,97,91,80,62,26,8,99,C,26,B,C,B,62,26,Final,08/05/2014
2014,2014,9994002,99960660,UPN          ,Marrow,Jason,27/05/1998,M,3,,L,4,,5,5,4,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,3,8,14,23,37,12,2,1,99,97,88,74,51,15,3,99,C,15,B,B,B,15,3,Final,08/05/2014
2014,2014,9994002,99960792,UPN          ,Carrot,Caitlin,14/11/1997,F,2,,M,4B,,4C,4A,4,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,13,35,28,12,4,99,99,97,93,80,44,16,99,C,44,B,C,B,80,44,Final,08/05/2014
2014,2014,9994002,99960792,UPN          ,Carrot,Caitlin,14/11/1997,F,3,,M,5,,5,6,5,,5,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,13,37,29,11,3,99,99,98,93,80,43,14,99,C,43,B,B,B,43,14,Final,08/05/2014
2014,2014,9994002,99960990,UPN          ,Spinach,Charles,16/01/1998,M,2,,L,3B,,3A,3B,3,,3,3,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,5,12,18,23,32,9,1,1,99,95,83,65,42,11,2,98,D,42,C,D,C,65,42,Final,08/05/2014
2014,2014,9994002,99960990,UPN          ,Spinach,Charles,16/01/1998,M,3,,L,4,,5,4,4,,5,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,5,10,17,24,34,9,1,1,99,95,85,68,45,11,2,98,D,45,C,C,C,45,11,Final,08/05/2014
2014,2014,9994002,99965888,UPN          ,Mixed Spice,Jenny,02/03/1998,F,2,,M,5B,,5C,4A,5,,4,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,5,22,32,23,15,99,99,99,98,92,70,38,99,B,38,A,C,B,92,70,Final,08/05/2014
2014,2014,9994002,99965888,UPN          ,Mixed Spice,Jenny,02/03/1998,F,3,,U,6,,7,6,6,,7,6,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,1,4,21,33,25,15,99,99,99,98,94,73,40,99,B,40,A,A,A,40,15,Final,08/05/2014
2014,2014,9994002,99967224,UPN          ,Platinum,Shane,17/10/1997,M,2,,L,N,,3A,4B,3,,3,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,5,11,17,24,32,9,1,1,99,95,84,67,44,11,2,98,D,44,C,D,C,67,44,Final,08/05/2014
2014,2014,9994002,99967224,UPN          ,Platinum,Shane,17/10/1997,M,3,,L,4,,3,4,4,,3,4,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,6,15,20,25,28,5,1,1,99,94,80,59,34,6,1,97,D,34,C,C,C,34,6,Final,08/05/2014
2014,2014,9994002,99967585,UPN          ,Parsnip,Rhys,12/04/1998,M,2,,U,4B,,5B,4A,4,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,3,7,14,34,25,12,5,99,99,96,89,76,42,17,99,C,42,B,C,B,76,42,Final,08/05/2014
2014,2014,9994002,99967585,UPN          ,Parsnip,Rhys,12/04/1998,M,3,,U,5,,7,7,5,,7,7,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,2,5,12,33,27,14,6,99,99,97,92,80,47,19,99,C,47,B,A,A,19,6,Final,08/05/2014
2014,2014,9994002,99968435,UPN          ,Boron,Stephen,14/07/1998,M,2,,L,3B,,3B,3A,3,,3,3,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,5,11,17,23,32,9,1,1,99,95,84,67,43,11,2,98,D,43,C,D,C,67,43,Final,08/05/2014
2014,2014,9994002,99968435,UPN          ,Boron,Stephen,14/07/1998,M,3,,L,5,,5,5,5,,5,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,2,6,11,20,38,16,4,1,99,98,91,80,60,21,5,99,C,21,B,B,B,21,5,Final,08/05/2014
2014,2014,9994002,99968442,UPN          ,Nutmeg,Colette,14/02/1998,F,2,,M,4B,,4A,4A,4,,4,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,3,10,31,31,16,7,99,99,98,95,85,54,23,99,B,23,A,C,B,85,54,Final,08/05/2014
2014,2014,9994002,99968442,UPN          ,Nutmeg,Colette,14/02/1998,F,3,,M,5,,6,5,5,,6,5,PA50 (Type A),50,310,GCSE,GCSE Full Course,5,Not Used,Art&Des,Art & Design,1,1,4,12,37,30,11,4,99,99,98,94,81,45,15,99,C,45,B,B,B,45,15,Final,08/05/2014
